#MV iteative lensing noise curves
# \ell Mask0 Mask1 Mask2
3.564000000000000000e+03 3.848675162425992755e-14 3.984187126828802319e-14 4.311252609896105912e-14
3.565000000000000000e+03 3.849596425918357718e-14 3.985139140703812611e-14 4.312305281016118122e-14
3.566000000000000000e+03 3.850517180578271306e-14 3.986090652085476642e-14 4.313357515405113835e-14
3.567000000000000000e+03 3.851437508890759585e-14 3.987041748514900753e-14 4.314409410874696326e-14
3.568000000000000000e+03 3.852357493527463447e-14 3.987992517730486661e-14 4.315461065453865682e-14
3.569000000000000000e+03 3.853277217343490112e-14 3.988943047666038825e-14 4.316512577394046686e-14
3.570000000000000000e+03 3.854196763381814973e-14 3.989893426455170700e-14 4.317564045164692023e-14
3.571000000000000000e+03 3.855116214870139401e-14 3.990843742426901010e-14 4.318615567455792751e-14
3.572000000000000000e+03 3.856035655222145984e-14 3.991794084107540063e-14 4.319667243178508755e-14
3.573000000000000000e+03 3.856955168038128985e-14 3.992744540221948148e-14 4.320719171462654496e-14
3.574000000000000000e+03 3.857874837104991813e-14 3.993695199691020645e-14 4.321771451661097694e-14
3.575000000000000000e+03 3.858794746395622252e-14 3.994646151635457515e-14 4.322824183344733339e-14
3.576000000000000000e+03 3.859714980068888667e-14 3.995597485372623637e-14 4.323877466306251292e-14
3.577000000000000000e+03 3.860635622472156162e-14 3.996549290418430715e-14 4.324931400560766740e-14
3.578000000000000000e+03 3.861556758137514558e-14 3.997501656486083933e-14 4.325986086342678010e-14
3.579000000000000000e+03 3.862478471784921216e-14 3.998454673487965125e-14 4.327041624108810014e-14
3.580000000000000000e+03 3.863400848322200405e-14 3.999408431535004210e-14 4.328098114536524148e-14
3.581000000000000000e+03 3.864323972843159505e-14 4.000363020936052523e-14 4.329155658525609024e-14
3.582000000000000000e+03 3.865247930629472804e-14 4.001318532199138048e-14 4.330214357197648760e-14
3.583000000000000000e+03 3.866172807150681500e-14 4.002275056031464790e-14 4.331274311896024864e-14
3.584000000000000000e+03 3.867098688062937832e-14 4.003232683338786098e-14 4.332335624185913716e-14
3.585000000000000000e+03 3.868025659210888883e-14 4.004191505226032607e-14 4.333398395854289721e-14
3.586000000000000000e+03 3.868953818115854152e-14 4.005151624594187264e-14 4.334462741860823292e-14
3.587000000000000000e+03 3.869883308495016252e-14 4.006113190982430635e-14 4.335528829237085400e-14
3.588000000000000000e+03 3.870814285884857525e-14 4.007076365866741008e-14 4.336596838346937160e-14
3.589000000000000000e+03 3.871746906161151914e-14 4.008041311080609697e-14 4.337666949948822229e-14
3.590000000000000000e+03 3.872681325545249345e-14 4.009008188810641087e-14 4.338739345198911527e-14
3.591000000000000000e+03 3.873617700599676402e-14 4.009977161600326551e-14 4.339814205649844840e-14
3.592000000000000000e+03 3.874556188230021396e-14 4.010948392348156857e-14 4.340891713251358128e-14
3.593000000000000000e+03 3.875496945684306426e-14 4.011922044310135169e-14 4.341972050350286678e-14
3.594000000000000000e+03 3.876440130555500379e-14 4.012898281096638007e-14 4.343055399693073679e-14
3.595000000000000000e+03 3.877385900779005300e-14 4.013877266676180955e-14 4.344141944421377850e-14
3.596000000000000000e+03 3.878334414634543350e-14 4.014859165372910718e-14 4.345231868077722940e-14
3.597000000000000000e+03 3.879285830745525081e-14 4.015844141869113062e-14 4.346325354600472374e-14
3.598000000000000000e+03 3.880240308080309098e-14 4.016832361203332176e-14 4.347422588329488224e-14
3.599000000000000000e+03 3.881198005951570963e-14 4.017823988772253834e-14 4.348523754002355402e-14
3.600000000000000000e+03 3.882159084016307613e-14 4.018819190330703509e-14 4.349629036755643210e-14
3.601000000000000000e+03 3.883123702276460881e-14 4.019818131990393026e-14 4.350738622126787246e-14
3.602000000000000000e+03 3.884092021080803182e-14 4.020820980223060230e-14 4.351852696051577038e-14
3.603000000000000000e+03 3.885064201121800378e-14 4.021827901856072190e-14 4.352971444867296345e-14
3.604000000000000000e+03 3.886040403438120350e-14 4.022839064079334359e-14 4.354095055311470441e-14
3.605000000000000000e+03 3.887020789415889498e-14 4.023854634439009980e-14 4.355223714522490265e-14
3.606000000000000000e+03 3.888005520784927035e-14 4.024874780841288315e-14 4.356357610038357817e-14
3.607000000000000000e+03 3.888994759623139257e-14 4.025899671551756712e-14 4.357496929800454387e-14
3.608000000000000000e+03 3.889988668354637007e-14 4.026929475196029171e-14 4.358641862149774217e-14
3.609000000000000000e+03 3.890987409751618208e-14 4.027964360760374274e-14 4.359792595831317514e-14
3.610000000000000000e+03 3.891991146931855505e-14 4.029004497589831390e-14 4.360949319989697435e-14
3.611000000000000000e+03 3.893000043360585109e-14 4.030050055390721771e-14 4.362112224173535624e-14
3.612000000000000000e+03 3.894014262851756356e-14 4.031101204230651084e-14 4.363281498334203191e-14
3.613000000000000000e+03 3.895033969566779622e-14 4.032158114536621185e-14 4.364457332824571783e-14
3.614000000000000000e+03 3.896059328014526330e-14 4.033220957098176733e-14 4.365639918402773615e-14
3.615000000000000000e+03 3.897090503053841939e-14 4.034289903066771577e-14 4.366829446229066849e-14
3.616000000000000000e+03 3.898127659889772669e-14 4.035365123953886846e-14 4.368026107867090834e-14
3.617000000000000000e+03 3.899170964078598428e-14 4.036446791634799182e-14 4.369230095285749899e-14
3.618000000000000000e+03 3.900220581524055754e-14 4.037535078344813141e-14 4.370441600857328296e-14
3.619000000000000000e+03 3.901276678479227919e-14 4.038630156684286551e-14 4.371660817359375263e-14
3.620000000000000000e+03 3.902339421548428731e-14 4.039732199614229929e-14 4.372887937974078349e-14
3.621000000000000000e+03 3.903408977683432410e-14 4.040841380460081027e-14 4.374123156287634219e-14
3.622000000000000000e+03 3.904485514187240560e-14 4.041957872908558852e-14 4.375366666294016257e-14
3.623000000000000000e+03 3.905569198713459907e-14 4.043081851012692811e-14 4.376618662390580924e-14
3.624000000000000000e+03 3.906660199265668695e-14 4.044213489185538961e-14 4.377879339381204899e-14
3.625000000000000000e+03 3.907758680651189038e-14 4.045352958133703022e-14 4.379148888094393731e-14
3.626000000000000000e+03 3.908864793824804822e-14 4.046500412608896515e-14 4.380427482215611192e-14
3.627000000000000000e+03 3.909978686504202266e-14 4.047656003606744866e-14 4.381715291400285017e-14
3.628000000000000000e+03 3.911100506709917600e-14 4.048819882430747606e-14 4.383012485653188413e-14
3.629000000000000000e+03 3.912230402767850066e-14 4.049992200697308157e-14 4.384319235329697193e-14
3.630000000000000000e+03 3.913368523308004780e-14 4.051173110331961177e-14 4.385635711132016493e-14
3.631000000000000000e+03 3.914515017267005735e-14 4.052362763574403603e-14 4.386962084114840374e-14
3.632000000000000000e+03 3.915670033884327568e-14 4.053561312972205849e-14 4.388298525680951245e-14
3.633000000000000000e+03 3.916833722707319654e-14 4.054768911388354581e-14 4.389645207583732222e-14
3.634000000000000000e+03 3.918006233587438512e-14 4.055985711994341665e-14 4.391002301926540462e-14
3.635000000000000000e+03 3.919187716682760796e-14 4.057211868277073323e-14 4.392369981163963026e-14
3.636000000000000000e+03 3.920378322456095711e-14 4.058447534032590801e-14 4.393748418101818142e-14
3.637000000000000000e+03 3.921578201678758290e-14 4.059692863371721141e-14 4.395137785895266356e-14
3.638000000000000000e+03 3.922787505427425314e-14 4.060948010718195271e-14 4.396538258052585708e-14
3.639000000000000000e+03 3.924006385084138462e-14 4.062213130806132485e-14 4.397950008432655577e-14
3.640000000000000000e+03 3.925234992339441457e-14 4.063488378685696263e-14 4.399373211246842375e-14
3.641000000000000000e+03 3.926473479191126094e-14 4.064773909719324144e-14 4.400808041057739897e-14
3.642000000000000000e+03 3.927721997942976999e-14 4.066069879582358187e-14 4.402254672780432124e-14
3.643000000000000000e+03 3.928980701207282106e-14 4.067376444265554805e-14 4.403713281681858987e-14
3.644000000000000000e+03 3.930249741904204718e-14 4.068693760071944476e-14 4.405184043383962964e-14
3.645000000000000000e+03 3.931529273260528277e-14 4.070021983619974557e-14 4.406667133858656161e-14
3.646000000000000000e+03 3.932819448812169356e-14 4.071361271842250265e-14 4.408162729432226560e-14
3.647000000000000000e+03 3.934120422402919898e-14 4.072711781985538466e-14 4.409671006785957759e-14
3.648000000000000000e+03 3.935432348186333545e-14 4.074073671611390555e-14 4.411192142952368308e-14
3.649000000000000000e+03 3.936755380622582812e-14 4.075447098598033202e-14 4.412726315318972368e-14
3.650000000000000000e+03 3.938089674481601910e-14 4.076832221136594439e-14 4.414273701627657459e-14
3.651000000000000000e+03 3.939435384843713417e-14 4.078229197735502978e-14 4.415834479974054633e-14
3.652000000000000000e+03 3.940792667097115915e-14 4.079638187217347287e-14 4.417408828808796230e-14
3.653000000000000000e+03 3.942161676939770943e-14 4.081059348722645079e-14 4.418996926936882905e-14
3.654000000000000000e+03 3.943542570379399213e-14 4.082492841706072558e-14 4.420598953518946425e-14
3.655000000000000000e+03 3.944935503734739629e-14 4.083938825939607244e-14 4.422215088069988763e-14
3.656000000000000000e+03 3.946340633632407731e-14 4.085397461510642272e-14 4.423845510462526178e-14
3.657000000000000000e+03 3.947758117011919789e-14 4.086868908825130485e-14 4.425490400922188633e-14
3.658000000000000000e+03 3.949188111121927100e-14 4.088353328605065123e-14 4.427149940032748944e-14
3.659000000000000000e+03 3.950630773522097890e-14 4.089850881888486134e-14 4.428824308732350759e-14
3.660000000000000000e+03 3.952086262083117949e-14 4.091361730032619841e-14 4.430513688317907878e-14
3.661000000000000000e+03 3.953554734986689999e-14 4.092886034710733596e-14 4.432218260440706200e-14
3.662000000000000000e+03 3.955036350726163519e-14 4.094423957914656350e-14 4.433938207110801144e-14
3.663000000000000000e+03 3.956531268105906183e-14 4.095975661954771075e-14 4.435673710693875460e-14
3.664000000000000000e+03 3.958039625514330041e-14 4.097541287982208823e-14 4.437424929732288348e-14
3.665000000000000000e+03 3.959561478646847683e-14 4.099120891468069902e-14 4.439191926291343280e-14
3.666000000000000000e+03 3.961096862533472578e-14 4.100714506468476079e-14 4.440974738322108469e-14
3.667000000000000000e+03 3.962645812244432431e-14 4.102322167075990708e-14 4.442773403816492403e-14
3.668000000000000000e+03 3.964208362890166027e-14 4.103943907421503164e-14 4.444587960807871782e-14
3.669000000000000000e+03 3.965784549623840012e-14 4.105579761671092956e-14 4.446418447369836908e-14
3.670000000000000000e+03 3.967374407636945159e-14 4.107229764031046890e-14 4.448264901617445662e-14
3.671000000000000000e+03 3.968977972163072800e-14 4.108893948742212715e-14 4.450127361707854590e-14
3.672000000000000000e+03 3.970595278475396151e-14 4.110572350083764196e-14 4.452005865837804649e-14
3.673000000000000000e+03 3.972226361888558531e-14 4.112265002372574446e-14 4.453900452244875177e-14
3.674000000000000000e+03 3.973871257758043534e-14 4.113971939962587993e-14 4.455811159210001309e-14
3.675000000000000000e+03 3.975530001478919165e-14 4.115693197244190950e-14 4.457738025053074655e-14
3.676000000000000000e+03 3.977202628489607329e-14 4.117428808646096714e-14 4.459681088136710269e-14
3.677000000000000000e+03 3.978889174265600083e-14 4.119178808634091354e-14 4.461640386862480943e-14
3.678000000000000000e+03 3.980589674326372583e-14 4.120943231711656503e-14 4.463615959676567976e-14
3.679000000000000000e+03 3.982304164230983762e-14 4.122722112418720426e-14 4.465607845062854539e-14
3.680000000000000000e+03 3.984032679579332196e-14 4.124515485334164082e-14 4.467616081549203113e-14
3.681000000000000000e+03 3.985775256011531962e-14 4.126323385073312539e-14 4.469640707703063744e-14
3.682000000000000000e+03 3.987531929210419949e-14 4.128145846287932451e-14 4.471681762133981357e-14
3.683000000000000000e+03 3.989302734897788889e-14 4.129982903669374253e-14 4.473739283492339893e-14
3.684000000000000000e+03 3.991087708837529553e-14 4.131834591945433122e-14 4.475813310469997180e-14
3.685000000000000000e+03 3.992886886833746314e-14 4.133700945880343296e-14 4.477903881800902770e-14
3.686000000000000000e+03 3.994700304732009862e-14 4.135582000278554513e-14 4.480011036258596937e-14
3.687000000000000000e+03 3.996527998418733685e-14 4.137477789979071773e-14 4.482134812659338981e-14
3.688000000000000000e+03 3.998370003821800745e-14 4.139388349860485117e-14 4.484275249861488760e-14
3.689000000000000000e+03 4.000226356908675255e-14 4.141313714837826803e-14 4.486432386762361980e-14
3.690000000000000000e+03 4.002097093689549293e-14 4.143253919864457002e-14 4.488606262302628878e-14
3.691000000000000000e+03 4.003982250214827909e-14 4.145208999930178734e-14 4.490796915465055203e-14
3.692000000000000000e+03 4.005881862575754534e-14 4.147178990064377535e-14 4.493004385270734616e-14
3.693000000000000000e+03 4.007795966905044596e-14 4.149163925332882421e-14 4.495228710786001002e-14
3.694000000000000000e+03 4.009724599377507142e-14 4.151163840837964626e-14 4.497469931116141569e-14
3.695000000000000000e+03 4.011667796206282283e-14 4.153178771722108990e-14 4.499728085409172016e-14
3.696000000000000000e+03 4.013625593649118008e-14 4.155208753162983549e-14 4.502003212853947059e-14
3.697000000000000000e+03 4.015598028002091480e-14 4.157253820378470573e-14 4.504295352680790880e-14
3.698000000000000000e+03 4.017585135604004565e-14 4.159314008621638686e-14 4.506604544162753003e-14
3.699000000000000000e+03 4.019586952835129235e-14 4.161389353185139658e-14 4.508930826613097186e-14
3.700000000000000000e+03 4.021603516115319976e-14 4.163479889398695411e-14 4.511274239387179543e-14
3.701000000000000000e+03 4.023634861907159136e-14 4.165585652629099280e-14 4.513634821883087837e-14
3.702000000000000000e+03 4.025681026714694119e-14 4.167706678282729641e-14 4.516012613538491083e-14
3.703000000000000000e+03 4.027742021669218670e-14 4.169842975644249002e-14 4.518407624316634988e-14
3.704000000000000000e+03 4.029817756186676917e-14 4.171994449295949060e-14 4.520819746020440660e-14
3.705000000000000000e+03 4.031908114008664552e-14 4.174160977386760152e-14 4.523248840627177256e-14
3.706000000000000000e+03 4.034012978589003336e-14 4.176342437766532722e-14 4.525694769771050944e-14
3.707000000000000000e+03 4.036132233092491540e-14 4.178538707982897662e-14 4.528157394746976295e-14
3.708000000000000000e+03 4.038265760396158549e-14 4.180749665280635221e-14 4.530636576506804261e-14
3.709000000000000000e+03 4.040413443086746189e-14 4.182975186602932761e-14 4.533132175659327228e-14
3.710000000000000000e+03 4.042575163462601990e-14 4.185215148590755569e-14 4.535644052474043457e-14
3.711000000000000000e+03 4.044750803532418274e-14 4.187469427581592876e-14 4.538172066874876488e-14
3.712000000000000000e+03 4.046940245015230261e-14 4.189737899611340401e-14 4.540716078444571940e-14
3.713000000000000000e+03 4.049143369341049050e-14 4.192020440412415285e-14 4.543275946423443534e-14
3.714000000000000000e+03 4.051360057648972137e-14 4.194316925413128790e-14 4.545851529708112177e-14
3.715000000000000000e+03 4.053590190788444337e-14 4.196627229740199925e-14 4.548442686850884343e-14
3.716000000000000000e+03 4.055833649317996863e-14 4.198951228214984692e-14 4.551049276061000364e-14
3.717000000000000000e+03 4.058090313505251744e-14 4.201288795355360517e-14 4.553671155204013438e-14
3.718000000000000000e+03 4.060360063328801842e-14 4.203639805375727510e-14 4.556308181802411887e-14
3.719000000000000000e+03 4.062642778474445774e-14 4.206004132185751968e-14 4.558960213031227405e-14
3.720000000000000000e+03 4.064938338337698381e-14 4.208381649390363855e-14 4.561627105724311238e-14
3.721000000000000000e+03 4.067246622021905672e-14 4.210772230290388514e-14 4.564308716368056745e-14
3.722000000000000000e+03 4.069567508339503837e-14 4.213175747881288283e-14 4.567004901105166995e-14
3.723000000000000000e+03 4.071900875810129779e-14 4.215592074853789793e-14 4.569715515732769079e-14
3.724000000000000000e+03 4.074246602663768341e-14 4.218021083592631891e-14 4.572440415702414104e-14
3.725000000000000000e+03 4.076604566835093345e-14 4.220462646177185367e-14 4.575179456118823224e-14
3.726000000000000000e+03 4.078974645967868163e-14 4.222916634381463050e-14 4.577932491741769544e-14
3.727000000000000000e+03 4.081356717413686073e-14 4.225382919672856373e-14 4.580699376984823517e-14
3.728000000000000000e+03 4.083750658230717543e-14 4.227861373213392499e-14 4.583479965914722488e-14
3.729000000000000000e+03 4.086156345183079141e-14 4.230351865857853675e-14 4.586274112250744018e-14
3.730000000000000000e+03 4.088573654744603664e-14 4.232854268155029315e-14 4.589081669365963647e-14
3.731000000000000000e+03 4.091002463091931607e-14 4.235368450346461394e-14 4.591902490285366680e-14
3.732000000000000000e+03 4.093442646110788600e-14 4.237894282365815253e-14 4.594736427687735134e-14
3.733000000000000000e+03 4.095894079392220968e-14 4.240431633842023682e-14 4.597583333903136012e-14
3.734000000000000000e+03 4.098356638233222402e-14 4.242980374094255254e-14 4.600443060913544184e-14
3.735000000000000000e+03 4.100830197636103496e-14 4.245540372134433622e-14 4.603315460353479159e-14
3.736000000000000000e+03 4.103314632309123474e-14 4.248111496666605810e-14 4.606200383508739114e-14
3.737000000000000000e+03 4.105809816665858465e-14 4.250693616088198073e-14 4.609097681315153241e-14
3.738000000000000000e+03 4.108315624825205292e-14 4.253286598485620364e-14 4.612007204361715094e-14
3.739000000000000000e+03 4.110831930610748489e-14 4.255890311638661869e-14 4.614928802886816889e-14
3.740000000000000000e+03 4.113358607550137417e-14 4.258504623018609101e-14 4.617862326779507259e-14
3.741000000000000000e+03 4.115895528877594210e-14 4.261129399785729749e-14 4.620807625579491258e-14
3.742000000000000000e+03 4.118442535694504404e-14 4.263764476195250320e-14 4.623764511565924075e-14
3.743000000000000000e+03 4.120999341332423608e-14 4.266409555658204793e-14 4.626732648864854382e-14
3.744000000000000000e+03 4.123565626616846223e-14 4.269064308294169078e-14 4.629711663908240076e-14
3.745000000000000000e+03 4.126141071668926195e-14 4.271728403495755994e-14 4.632701182301175878e-14
3.746000000000000000e+03 4.128725355902953924e-14 4.274401509924843251e-14 4.635700828825659669e-14
3.747000000000000000e+03 4.131318158029506655e-14 4.277083295515716270e-14 4.638710227437448411e-14
3.748000000000000000e+03 4.133919156051044748e-14 4.279773427471924103e-14 4.641729001266060039e-14
3.749000000000000000e+03 4.136528027262542126e-14 4.282471572266911778e-14 4.644756772614146155e-14
3.750000000000000000e+03 4.139144448253372609e-14 4.285177395642761284e-14 4.647793162956864098e-14
3.751000000000000000e+03 4.141768094904163929e-14 4.287890562611447431e-14 4.650837792941873789e-14
3.752000000000000000e+03 4.144398642387431977e-14 4.290610737451697557e-14 4.653890282388081863e-14
3.753000000000000000e+03 4.147035765165689433e-14 4.293337583711504521e-14 4.656950250286275912e-14
3.754000000000000000e+03 4.149679136993337765e-14 4.296070764204986406e-14 4.660017314795972831e-14
3.755000000000000000e+03 4.152328430915403162e-14 4.298809941013012560e-14 4.663091093248569212e-14
3.756000000000000000e+03 4.154983319265028584e-14 4.301554775483204227e-14 4.666171202142936973e-14
3.757000000000000000e+03 4.157643473666614064e-14 4.304304928229306610e-14 4.669257257148569969e-14
3.758000000000000000e+03 4.160308565031417384e-14 4.307060059128677145e-14 4.672348873101182150e-14
3.759000000000000000e+03 4.162978263560068336e-14 4.309819827325423267e-14 4.675445664006478942e-14
3.760000000000000000e+03 4.165652238741312222e-14 4.312583891226008775e-14 4.678547243035129998e-14
3.761000000000000000e+03 4.168330159350752094e-14 4.315351908503018905e-14 4.681653222525283455e-14
3.762000000000000000e+03 4.171011693450850019e-14 4.318123536090139388e-14 4.684763213981938001e-14
3.763000000000000000e+03 4.173696508390925184e-14 4.320898430184663138e-14 4.687876828073796263e-14
3.764000000000000000e+03 4.176384270804644054e-14 4.323676246246240059e-14 4.690993674635789169e-14
3.765000000000000000e+03 4.179074646613787975e-14 4.326456638996872001e-14 4.694113362665920496e-14
3.766000000000000000e+03 4.181767301023224027e-14 4.329239262419660050e-14 4.697235500328418535e-14
3.767000000000000000e+03 4.184461898522796396e-14 4.332023769757544869e-14 4.700359694947449810e-14
3.768000000000000000e+03 4.187158102886692131e-14 4.334809813514564463e-14 4.703485553012145703e-14
3.769000000000000000e+03 4.189855577172189063e-14 4.337597045454598312e-14 4.706612680173459631e-14
3.770000000000000000e+03 4.192553983719650126e-14 4.340385116601366104e-14 4.709740681242911180e-14
3.771000000000000000e+03 4.195252984152529666e-14 4.343173677236543943e-14 4.712869160193845759e-14
3.772000000000000000e+03 4.197952239375485227e-14 4.345962376901019577e-14 4.715997720160169895e-14
3.773000000000000000e+03 4.200651409576891174e-14 4.348750864392380671e-14 4.719125963435734031e-14
3.774000000000000000e+03 4.203350154223810181e-14 4.351538787767426534e-14 4.722253491471810065e-14
3.775000000000000000e+03 4.206048132065139836e-14 4.354325794337771331e-14 4.725379904881493822e-14
3.776000000000000000e+03 4.208745001130350467e-14 4.357111530673613568e-14 4.728504803433421937e-14
3.777000000000000000e+03 4.211440418727605757e-14 4.359895642599337410e-14 4.731627786056166756e-14
3.778000000000000000e+03 4.214134041445641496e-14 4.362677775195397109e-14 4.734748450833215395e-14
3.779000000000000000e+03 4.216825525151885570e-14 4.365457572797062401e-14 4.737866395006733550e-14
3.780000000000000000e+03 4.219514524990570371e-14 4.368234678995044544e-14 4.740981214972543298e-14
3.781000000000000000e+03 4.222200716629325508e-14 4.371008758789380676e-14 4.744092531762208451e-14
3.782000000000000000e+03 4.224883860081887931e-14 4.373779565155385015e-14 4.747200067577256201e-14
3.783000000000000000e+03 4.227563736130435988e-14 4.376546872736562052e-14 4.750303569549638567e-14
3.784000000000000000e+03 4.230240125102872691e-14 4.379310455710833723e-14 4.753402784287286203e-14
3.785000000000000000e+03 4.232912806873456805e-14 4.382070087788653724e-14 4.756497457877259421e-14
3.786000000000000000e+03 4.235581560862799067e-14 4.384825542214890042e-14 4.759587335881337516e-14
3.787000000000000000e+03 4.238246166036608206e-14 4.387576591766943683e-14 4.762672163338543115e-14
3.788000000000000000e+03 4.240906400905691576e-14 4.390323008754744255e-14 4.765751684765138395e-14
3.789000000000000000e+03 4.243562043525323441e-14 4.393064565022010248e-14 4.768825644150852433e-14
3.790000000000000000e+03 4.246212871495877948e-14 4.395801031943735412e-14 4.771893784963908460e-14
3.791000000000000000e+03 4.248858661962824717e-14 4.398532180426814797e-14 4.774955850144747050e-14
3.792000000000000000e+03 4.251499191614846933e-14 4.401257780909418077e-14 4.778011582109786779e-14
3.793000000000000000e+03 4.254134236683210886e-14 4.403977603362246685e-14 4.781060722750803236e-14
3.794000000000000000e+03 4.256763572943651664e-14 4.406691417285390355e-14 4.784103013431780518e-14
3.795000000000000000e+03 4.259386975716375679e-14 4.409398991710215344e-14 4.787138194991433061e-14
3.796000000000000000e+03 4.262004219861658195e-14 4.412100095199987312e-14 4.790166007742568874e-14
3.797000000000000000e+03 4.264615079784871835e-14 4.414794495844850383e-14 4.793186191469582852e-14
3.798000000000000000e+03 4.267219329431461229e-14 4.417481961268108370e-14 4.796198485430965986e-14
3.799000000000000000e+03 4.269816742289453482e-14 4.420162258619311199e-14 4.799202628356165695e-14
3.800000000000000000e+03 4.272407091390091155e-14 4.422835154579911357e-14 4.802198358448096299e-14
3.801000000000000000e+03 4.274990149303426005e-14 4.425500415358868989e-14 4.805185413380003140e-14
3.802000000000000000e+03 4.277565688141471272e-14 4.428157806693901454e-14 4.808163530297969894e-14
3.803000000000000000e+03 4.280133479558191585e-14 4.430807093850232508e-14 4.811132445817780169e-14
3.804000000000000000e+03 4.282693294746996272e-14 4.433448041621847540e-14 4.814091896025543543e-14
3.805000000000000000e+03 4.285244904440108907e-14 4.436080414330234547e-14 4.817041616480213613e-14
3.806000000000000000e+03 4.287788078912335539e-14 4.438703975825015859e-14 4.819981342207927124e-14
3.807000000000000000e+03 4.290322587976041224e-14 4.441318489480804679e-14 4.822910807705149316e-14
3.808000000000000000e+03 4.292848200982405266e-14 4.443923718199717453e-14 4.825829746938671401e-14
3.809000000000000000e+03 4.295364686823933573e-14 4.446519424412005590e-14 4.828737893343730552e-14
3.810000000000000000e+03 4.297871813930061871e-14 4.449105370071025048e-14 4.831634979823374391e-14
3.811000000000000000e+03 4.300369350267782997e-14 4.451681316658894050e-14 4.834520738749722538e-14
3.812000000000000000e+03 4.302857063344161796e-14 4.454247025180836003e-14 4.837394901963339312e-14
3.813000000000000000e+03 4.305334720202562468e-14 4.456802256168321688e-14 4.840257200770088379e-14
3.814000000000000000e+03 4.307802087425164716e-14 4.459346769677815287e-14 4.843107365946158117e-14
3.815000000000000000e+03 4.310258931129191107e-14 4.461880325289513470e-14 4.845945127732414629e-14
3.816000000000000000e+03 4.312705016970679078e-14 4.464402682109233607e-14 4.848770215836906538e-14
3.817000000000000000e+03 4.315140110141340646e-14 4.466913598765269691e-14 4.851582359434241471e-14
3.818000000000000000e+03 4.317563975369184662e-14 4.469412833410909113e-14 4.854381287164326404e-14
3.819000000000000000e+03 4.319976376918524377e-14 4.471900143721286691e-14 4.857166727132999381e-14
3.820000000000000000e+03 4.322377136997835250e-14 4.474375347247152798e-14 4.859938475557082330e-14
3.821000000000000000e+03 4.324766311227129915e-14 4.476838502718696325e-14 4.862696602989835263e-14
3.822000000000000000e+03 4.327144013846026745e-14 4.479289729435384787e-14 4.865441248885928075e-14
3.823000000000000000e+03 4.329510359360551908e-14 4.481729146978174616e-14 4.868172553028639825e-14
3.824000000000000000e+03 4.331865462547536157e-14 4.484156875208876295e-14 4.870890655527348893e-14
3.825000000000000000e+03 4.334209438453986906e-14 4.486573034270791117e-14 4.873595696820042819e-14
3.826000000000000000e+03 4.336542402395833618e-14 4.488977744589332815e-14 4.876287817673321458e-14
3.827000000000000000e+03 4.338864469959808451e-14 4.491371126871402779e-14 4.878967159181764632e-14
3.828000000000000000e+03 4.341175757002823377e-14 4.493753302106645927e-14 4.881633862767935916e-14
3.829000000000000000e+03 4.343476379651964497e-14 4.496124391566192310e-14 4.884288070184893106e-14
3.830000000000000000e+03 4.345766454305753591e-14 4.498484516804546593e-14 4.886929923513679012e-14
3.831000000000000000e+03 4.348046097631631967e-14 4.500833799657697946e-14 4.889559565163943714e-14
3.832000000000000000e+03 4.350315426570359777e-14 4.503172362246264126e-14 4.892177137876463230e-14
3.833000000000000000e+03 4.352574558332873201e-14 4.505500326971720091e-14 4.894782784719996074e-14
3.834000000000000000e+03 4.354823610401544096e-14 4.507817816520801109e-14 4.897376649095050843e-14
3.835000000000000000e+03 4.357062700530176208e-14 4.510124953862353618e-14 4.899958874731377651e-14
3.836000000000000000e+03 4.359291946744006438e-14 4.512421862249226608e-14 4.902529605688592268e-14
3.837000000000000000e+03 4.361511467341591798e-14 4.514708665218267197e-14 4.905088986358062447e-14
3.838000000000000000e+03 4.363721380891665953e-14 4.516985486590951092e-14 4.907637161461651427e-14
3.839000000000000000e+03 4.365921806237536021e-14 4.519252450471498785e-14 4.910174276051092520e-14
3.840000000000000000e+03 4.368112862492688928e-14 4.521509681249387293e-14 4.912700475511123105e-14
3.841000000000000000e+03 4.370294669044556492e-14 4.523757303598718431e-14 4.915215905556979830e-14
3.842000000000000000e+03 4.372467345553261439e-14 4.525995442478227651e-14 4.917720712236279260e-14
3.843000000000000000e+03 4.374631011951616149e-14 4.528224223131902510e-14 4.920215041927759483e-14
3.844000000000000000e+03 4.376785788446380414e-14 4.530443771088361674e-14 4.922699041342541663e-14
3.845000000000000000e+03 4.378931795517632869e-14 4.532654212161479703e-14 4.925172857525383372e-14
3.846000000000000000e+03 4.381069153916885307e-14 4.534855672451642909e-14 4.927636637852165604e-14
3.847000000000000000e+03 4.383197984672738487e-14 4.537048278343239523e-14 4.930090530031779095e-14
3.848000000000000000e+03 4.385318409085852998e-14 4.539232156509055225e-14 4.932534682106121799e-14
3.849000000000000000e+03 4.387430548730839990e-14 4.541407433905875088e-14 4.934969242451987735e-14
3.850000000000000000e+03 4.389534525457510739e-14 4.543574237777627030e-14 4.937394359777920383e-14
3.851000000000000000e+03 4.391630461389625823e-14 4.545732695654123421e-14 4.939810183126102791e-14
3.852000000000000000e+03 4.393718478926147206e-14 4.547882935352945520e-14 4.942216861873610286e-14
3.853000000000000000e+03 4.395798700739358222e-14 4.550025084978189493e-14 4.944614545731784438e-14
