# els cl_kk n0_tt n0_ee n0_te n0_tb n0_eb n0_mv n0_mvpol
1.040000000000000000e+02 1.030832104873384919e-07 4.453336780918942794e-08 1.229029858886029956e-08 4.390801877661262412e-08 4.683126860358007130e-08 3.771181105429081807e-09 2.420621099278268166e-09 2.885720537620884386e-09
1.050000000000000000e+02 1.024446139101495553e-07 4.458489676353616342e-08 1.231578527825203728e-08 4.413356633614743118e-08 4.684128662288180534e-08 3.771502662685037279e-09 2.422602610272781557e-09 2.887311841530892067e-09
1.060000000000000000e+02 1.018087748157998607e-07 4.463679095150477716e-08 1.234150041462566512e-08 4.436277695036301894e-08 4.685143335415813647e-08 3.771824977434377491e-09 2.424597430418024418e-09 2.888912027174704079e-09
1.070000000000000000e+02 1.011756758609835049e-07 4.468906148471396906e-08 1.236744316416794521e-08 4.459569741048179839e-08 4.686165311375508047e-08 3.772147965440244112e-09 2.426605249452638763e-09 2.890520905689542165e-09
1.080000000000000000e+02 1.005496635354942877e-07 4.474169223807220766e-08 1.239361263658842751e-08 4.483237625941822786e-08 4.687202498319699959e-08 3.772471544999587711e-09 2.428626038551471356e-09 2.892138286928331317e-09
1.090000000000000000e+02 9.992417587341298255e-08 4.479469807712678497e-08 1.242000794649085476e-08 4.507286202064015312e-08 4.688245506867443893e-08 3.772795636968433984e-09 2.430659394160320951e-09 2.893763982878103070e-09
1.100000000000000000e+02 9.930574109998500272e-08 4.484806200088721297e-08 1.244662814473648297e-08 4.531720421617125225e-08 4.689303244392958256e-08 3.773120164923935062e-09 2.432705308305782279e-09 2.895397804061131180e-09
1.110000000000000000e+02 9.868998115189550959e-08 4.490179883597048765e-08 1.247347228772410065e-08 4.556545284566717598e-08 4.690364735252276214e-08 3.773445056133450467e-09 2.434763331983945677e-09 2.897039563922261605e-09
1.120000000000000000e+02 9.807906185179447405e-08 4.495589032190360907e-08 1.250053936921921411e-08 4.581765929735908956e-08 4.691429130337935801e-08 3.773770239619744371e-09 2.436833189658190457e-09 2.898689074044225229e-09
1.130000000000000000e+02 9.747296834329445148e-08 4.501034934094441251e-08 1.252782838396340444e-08 4.607387472164689073e-08 4.692495630400564787e-08 3.774095648428467972e-09 2.438914696416925787e-09 2.900346148971574442e-09
1.140000000000000000e+02 9.686950680591599721e-08 4.506515895503818878e-08 1.255533826667233153e-08 4.633415220116159524e-08 4.693563479795311868e-08 3.774421217703814796e-09 2.441007581677015639e-09 2.902010601841213649e-09
1.150000000000000000e+02 9.627084355426891489e-08 4.512033393156735152e-08 1.258306795024089177e-08 4.659854442339879507e-08 4.694631962492892570e-08 3.774746885926593348e-09 2.443111665977855001e-09 2.903682248288789485e-09
1.160000000000000000e+02 9.567696521804199951e-08 4.517585709444998812e-08 1.261101631548406648e-08 4.686710610733034998e-08 4.695700402998159424e-08 3.775072594747809954e-09 2.445226679016803962e-09 2.905360903709860237e-09
1.170000000000000000e+02 9.508785888595389803e-08 4.523173982601258438e-08 1.263918222179563183e-08 4.713989188124121879e-08 4.696768159705293268e-08 3.775398288053901731e-09 2.447352431847900086e-09 2.907046384398035162e-09
1.180000000000000000e+02 9.450351208622191926e-08 4.528796685276457174e-08 1.266756448171736772e-08 4.741695798510196782e-08 4.697834625898910826e-08 3.775723914349154062e-09 2.449488659817302079e-09 2.908738507658947146e-09
1.190000000000000000e+02 9.392173487271799065e-08 4.534455017761406297e-08 1.269616190144910495e-08 4.769836079141217504e-08 4.698899224854637543e-08 3.776049423249749337e-09 2.451635176439269592e-09 2.910437091926320214e-09
1.200000000000000000e+02 9.334469409821129455e-08 4.540147527453708946e-08 1.272497321606095023e-08 4.798415822661081278e-08 4.699961414424549563e-08 3.776374768816879650e-09 2.453791718879413743e-09 2.912141955374861667e-09
1.210000000000000000e+02 9.277237848676924119e-08 4.545875208636613023e-08 1.275399716813982219e-08 4.827440838539485293e-08 4.701020677418833372e-08 3.776699907397864958e-09 2.455958095217824943e-09 2.913852918830983694e-09
1.220000000000000000e+02 9.220477713365630247e-08 4.551636854022676802e-08 1.278323241895947828e-08 4.856917109148552187e-08 4.702076527356725917e-08 3.777024799148176986e-09 2.458134050220370550e-09 2.915569802073529657e-09
1.230000000000000000e+02 9.164187949018452326e-08 4.557433154790596644e-08 1.281267764587325313e-08 4.886850628210276177e-08 4.703128501862141146e-08 3.777349406363200397e-09 2.460319383629519395e-09 2.917292427985401859e-09
1.240000000000000000e+02 9.108149891739179200e-08 4.563263030049781251e-08 1.284233144138276232e-08 4.917247560839946781e-08 4.704176167694396545e-08 3.777673694992127168e-09 2.462513844256058236e-09 2.919020618248964097e-09
1.250000000000000000e+02 9.052580252519554858e-08 4.569127196614623318e-08 1.287219239702272337e-08 4.948114088638099243e-08 4.705219117154560049e-08 3.777997633739231466e-09 2.464717232761000269e-09 2.920754197227771143e-09
1.260000000000000000e+02 8.997478073599048080e-08 4.575024468603106314e-08 1.290225904166006332e-08 4.979456576389736543e-08 4.706256969903572522e-08 3.778321195042558324e-09 2.466929296282769094e-09 2.922492989408758790e-09
1.270000000000000000e+02 8.942842427500015317e-08 4.580955714899430541e-08 1.293252989337695816e-08 5.011281388743732221e-08 4.707289368687125558e-08 3.778644353360471938e-09 2.469149840154854011e-09 2.924236821108778665e-09
