# els cl_kk n0_tt n0_ee n0_te n0_tb n0_eb n0_mv n0_mvpol
2.400000000000000000e+01 1.411959644107980532e-07 5.015410465597516372e-08 1.954628617307820627e-08 3.858809212338460676e-08 1.307515865144937005e-07 1.140636856309798865e-08 5.199334583180123375e-09 7.203005558981628167e-09
2.500000000000000000e+01 1.419722517095837260e-07 5.017037573388338343e-08 1.956114859542453314e-08 3.862704831436025867e-08 1.307227539671951349e-07 1.140380562385941429e-08 5.200688837438396137e-09 7.204000199126094852e-09
2.600000000000000000e+01 1.426288306932949237e-07 5.018784269937802665e-08 1.957690927521481317e-08 3.866820331759450172e-08 1.306978823552459015e-07 1.140158495968774346e-08 5.202234010784389744e-09 7.205249960082922312e-09
2.700000000000000000e+01 1.431890761673854203e-07 5.020645918240801955e-08 1.959353920136207065e-08 3.871150324974923272e-08 1.306764541003753141e-07 1.139966045186929878e-08 5.203956004376858971e-09 7.206732329833210433e-09
2.800000000000000000e+01 1.436580096236800813e-07 5.022610064135613702e-08 1.961101236929605823e-08 3.875692181928418648e-08 1.306580129906123854e-07 1.139799329599711592e-08 5.205842182654526891e-09 7.208428091041134255e-09
2.900000000000000000e+01 1.440362651115969765e-07 5.024674545094336207e-08 1.962931132152493186e-08 3.880444323178598031e-08 1.306422062138941816e-07 1.139655142923426057e-08 5.207883350150613298e-09 7.210321846432302753e-09
3.000000000000000000e+01 1.443384021992152481e-07 5.026829914064026189e-08 1.964841623578716383e-08 3.885403775367866045e-08 1.306287165892735423e-07 1.139530766197686399e-08 5.210070160338797328e-09 7.212399801478159730e-09
3.100000000000000000e+01 1.445493689496947345e-07 5.029073814177602995e-08 1.966831772865676724e-08 3.890570600328815876e-08 1.306172953417420028e-07 1.139423928858316997e-08 5.212396332630933035e-09 7.214651339869338005e-09
3.200000000000000000e+01 1.446999466470500910e-07 5.031400801752739369e-08 1.968900030192275180e-08 3.895942741116009475e-08 1.306077183182065978e-07 1.139332702290039916e-08 5.214855177367160579e-09 7.217066368599762244e-09
3.300000000000000000e+01 1.447844421275574939e-07 5.033809699956623144e-08 1.971045820179178863e-08 3.901521515386292077e-08 1.305998063967488586e-07 1.139255448370710795e-08 5.217442413370637653e-09 7.219637249720098265e-09
3.400000000000000000e+01 1.448132174608296323e-07 5.036295282965965000e-08 1.973268105256662281e-08 3.907304725930332803e-08 1.305933980922864611e-07 1.139190774427067236e-08 5.220152894572205124e-09 7.222356689280954027e-09
3.500000000000000000e+01 1.447830795066853968e-07 5.038856369759137941e-08 1.975566440873500137e-08 3.913293730915271902e-08 1.305883615511121308e-07 1.139137470958323272e-08 5.222983375302254206e-09 7.225218906420040373e-09
3.600000000000000000e+01 1.447000030156423192e-07 5.041489421137071701e-08 1.977940205890108997e-08 3.919489345776254861e-08 1.305845783936486945e-07 1.139094514607270770e-08 5.225930530186197166e-09 7.228218614103477063e-09
3.700000000000000000e+01 1.445632347768057606e-07 5.044194683649905226e-08 1.980388978117116015e-08 3.925889814503640097e-08 1.305819522198640333e-07 1.139060991910252090e-08 5.228991372799240669e-09 7.231351217222508976e-09
3.800000000000000000e+01 1.443811256609273988e-07 5.046968434599892317e-08 1.982912509054878347e-08 3.932498356637701176e-08 1.305803915211255437e-07 1.139036137947658771e-08 5.232163800079762778e-09 7.234612934362385243e-09
3.900000000000000000e+01 1.441620489412671422e-07 5.049810412268599910e-08 1.985510316579558330e-08 3.939314631552143481e-08 1.305798278357115873e-07 1.139019246566745830e-08 5.235445430686956398e-09 7.237999894498212465e-09
4.000000000000000000e+01 1.439031465930225780e-07 5.052718381133411687e-08 1.988182533864032074e-08 3.946340453314954657e-08 1.305801892914468775e-07 1.139009734535379782e-08 5.238834719337588521e-09 7.241509525934641302e-09
4.100000000000000000e+01 1.436061262774380478e-07 5.055692765867544539e-08 1.990928565090654267e-08 3.953576657611680673e-08 1.305814269987778475e-07 1.139007048646401387e-08 5.242329811811881035e-09 7.245138395298082857e-09
4.200000000000000000e+01 1.432772273576018745e-07 5.058730682901050801e-08 1.993748718460841699e-08 3.961024848116410165e-08 1.305834840996676215e-07 1.139010734468001276e-08 5.245929442069231476e-09 7.248884653546046904e-09
4.300000000000000000e+01 1.429137365725095958e-07 5.061833021854955806e-08 1.996642565945375700e-08 3.968685878776630772e-08 1.305863250828036015e-07 1.139020355322801704e-08 5.249632164326558167e-09 7.252745534255179141e-09
4.400000000000000000e+01 1.425174735943333731e-07 5.064997341062100076e-08 1.999610334577148733e-08 3.976561285421968657e-08 1.305899050310959356e-07 1.139035550626716592e-08 5.253436879295899484e-09 7.256719431845100270e-09
4.500000000000000000e+01 1.420947630115992329e-07 5.068224808000010767e-08 2.002651883391477576e-08 3.984653507956521278e-08 1.305941976972227674e-07 1.139055973515013138e-08 5.257342822780454422e-09 7.260804296725063862e-09
4.600000000000000000e+01 1.416474664854288587e-07 5.071512588810858380e-08 2.005767210724925840e-08 3.992963285939335101e-08 1.305991692353423551e-07 1.139081338096367001e-08 5.261348702142432769e-09 7.264998497809049580e-09
4.700000000000000000e+01 1.411774697525326327e-07 5.074862349424630117e-08 2.008956556168090815e-08 4.001493826306761963e-08 1.306047988854834312e-07 1.139111366725509500e-08 5.265454327458123510e-09 7.269300740771061061e-09
4.800000000000000000e+01 1.406866800930214213e-07 5.078271845197023099e-08 2.012219705661077508e-08 4.010245504863968924e-08 1.306110614472359773e-07 1.139145831284802544e-08 5.269658367718391186e-09 7.273709325241993231e-09
4.900000000000000000e+01 1.401747940525889571e-07 5.081741917574734136e-08 2.015557093608756326e-08 4.019222020414432134e-08 1.306179407568507583e-07 1.139184505295609348e-08 5.273960847403365613e-09 7.278223393558364032e-09
5.000000000000000000e+01 1.396415326854372956e-07 5.085271027664682265e-08 2.018968473325132510e-08 4.028422844253459188e-08 1.306254178808819693e-07 1.139227204743172851e-08 5.278360409373162455e-09 7.282841358764711953e-09
5.100000000000000000e+01 1.390910922528686905e-07 5.088859671227405873e-08 2.022454298581714536e-08 4.037852983514278764e-08 1.306334801513818838e-07 1.139273741053236882e-08 5.282857332976210311e-09 7.287562516352360628e-09
5.200000000000000000e+01 1.385232259537537232e-07 5.092506538392795223e-08 2.026014459064182502e-08 4.047511269660046436e-08 1.306421141958438934e-07 1.139323966914590853e-08 5.287450329312298994e-09 7.292385583742326432e-09
5.300000000000000000e+01 1.379399291135119277e-07 5.096212531636466189e-08 2.029649262035591573e-08 4.057402261698085378e-08 1.306513095421774836e-07 1.139377723597690827e-08 5.292139578967353181e-09 7.297309762156284565e-09
5.400000000000000000e+01 1.373432079984332814e-07 5.099976180760250476e-08 2.033358841189363277e-08 4.067526949036648599e-08 1.306610570829053377e-07 1.139434889820811474e-08 5.296924345082814185e-09 7.302334168566046960e-09
5.500000000000000000e+01 1.367328584745371577e-07 5.103798004566094261e-08 2.037143334121738262e-08 4.077888463622004568e-08 1.306713490572550213e-07 1.139495331384040301e-08 5.301804431536148967e-09 7.307457860405546691e-09
5.600000000000000000e+01 1.361109100363956407e-07 5.107677094081377580e-08 2.041002979906895365e-08 4.088488446733614943e-08 1.306821784090570280e-07 1.139558945778734357e-08 5.306779357794402092e-09 7.312680144130752028e-09
5.700000000000000000e+01 1.354794001212512975e-07 5.111613893618753601e-08 2.044937992179881344e-08 4.099328993324401159e-08 1.306935401656495925e-07 1.139625619622678971e-08 5.311848813615177448e-09 7.318000236487159974e-09
5.800000000000000000e+01 1.348381571804334429e-07 5.115607212351559646e-08 2.048948536040107563e-08 4.110413027656926428e-08 1.307054288131660245e-07 1.139695265421965679e-08 5.317012458088407343e-09 7.323417386876016431e-09
5.900000000000000000e+01 1.341870213908172225e-07 5.119657905863589540e-08 2.053034878839176208e-08 4.121743445302805819e-08 1.307178416465374149e-07 1.139767785677480734e-08 5.322270201060438646e-09 7.328930922598693573e-09
6.000000000000000000e+01 1.335280574047286455e-07 5.123764516250992935e-08 2.057197216066820534e-08 4.133322613091899010e-08 1.307307746843620782e-07 1.139843104491600881e-08 5.327621593715319051e-09 7.334540156514219204e-09
6.100000000000000000e+01 1.328589098787650774e-07 5.127927909997746769e-08 2.061435871958346992e-08 4.145153366076058805e-08 1.307442266714626002e-07 1.139921138073742812e-08 5.333066573504480421e-09 7.340244520885980489e-09
6.200000000000000000e+01 1.321838715405823524e-07 5.132146975018609922e-08 2.065750964135463129e-08 4.157238415316528188e-08 1.307581949292091201e-07 1.140001820334252802e-08 5.338604724105397557e-09 7.346043247253124885e-09
6.300000000000000000e+01 1.315028139656697513e-07 5.136422278911090916e-08 2.070142899039401340e-08 4.169578987351890040e-08 1.307726796965375622e-07 1.140085078831570433e-08 5.344235734173584394e-09 7.351935895248160556e-09
6.400000000000000000e+01 1.308156168167920263e-07 5.140752629893326692e-08 2.074611783890826697e-08 4.182180098878704565e-08 1.307876784084450472e-07 1.140170855961747747e-08 5.349959536987659278e-09 7.357921696179144686e-09
6.500000000000000000e+01 1.301243753724496958e-07 5.145138912316548280e-08 2.079158015807288524e-08 4.195042486862865900e-08 1.308031930170098728e-07 1.140259087991841870e-08 5.355775757442030417e-09 7.364000210155020792e-09
6.600000000000000000e+01 1.294289806060595058e-07 5.149580291130154211e-08 2.083781782939619162e-08 4.208170731789104337e-08 1.308192208539929696e-07 1.140349725168966872e-08 5.361684330262470294e-09 7.370170780909921997e-09
6.700000000000000000e+01 1.287293300472311594e-07 5.154077137233690451e-08 2.088483397597920583e-08 4.221567161550227144e-08 1.308357655577594057e-07 1.140442710073948250e-08 5.367685010902428408e-09 7.376432864914179781e-09
6.800000000000000000e+01 1.280275325003452568e-07 5.158628617080699432e-08 2.093263175949478321e-08 4.235234545652584566e-08 1.308528241904899118e-07 1.140538000348128780e-08 5.373777503912135876e-09 7.382785974594730158e-09
6.900000000000000000e+01 1.273190858590429421e-07 5.163235233964486773e-08 2.098121313114451921e-08 4.249176283808321483e-08 1.308704015523820069e-07 1.140635542782918360e-08 5.379961651891292438e-09 7.389229415141213907e-09
7.000000000000000000e+01 1.266105174876980555e-07 5.167896213070328193e-08 2.103058310593412685e-08 4.263394968196680287e-08 1.308884945401724906e-07 1.140735300938810873e-08 5.386237236400796443e-09 7.395762931086874515e-09
7.100000000000000000e+01 1.258995389401804465e-07 5.172612223677394732e-08 2.108074179109149878e-08 4.277894471462498603e-08 1.309071084040478087e-07 1.140837225606475824e-08 5.392604045873373994e-09 7.402385594069581081e-09
7.200000000000000000e+01 1.251882732846780658e-07 5.177382067809534915e-08 2.113169532742813853e-08 4.292676773441235949e-08 1.309262407814260245e-07 1.140941284611624131e-08 5.399061766944549905e-09 7.409097282218108249e-09
7.300000000000000000e+01 1.244744429628706539e-07 5.182206636268835129e-08 2.118344418851985589e-08 4.307746747412590062e-08 1.309458963087500010e-07 1.141047432909923779e-08 5.405610366133119341e-09 7.415897109282851109e-09
7.400000000000000000e+01 1.237601778552401651e-07 5.187084699334307800e-08 2.123599330273711605e-08 4.323106816832844915e-08 1.309660737500073445e-07 1.141155640929291667e-08 5.412249487852707995e-09 7.422784791480227216e-09
7.500000000000000000e+01 1.230454092366007361e-07 5.192017365341327574e-08 2.128934550672808415e-08 4.338760596292944882e-08 1.309867769283635569e-07 1.141265867152443621e-08 5.418979045762771803e-09 7.429759726164385866e-09
7.600000000000000000e+01 1.223300720220819180e-07 5.197002882576475445e-08 2.134350312010540019e-08 4.354710664745240401e-08 1.310080053345553784e-07 1.141378085084902244e-08 5.425798454947969784e-09 7.436821301128084073e-09
7.700000000000000000e+01 1.216141045292579489e-07 5.202042802932744648e-08 2.139847091554391517e-08 4.370962873868168992e-08 1.310297616262885736e-07 1.141492255684506443e-08 5.432708115358342839e-09 7.443969138436439823e-09
7.800000000000000000e+01 1.208996452756284518e-07 5.207134910338980003e-08 2.145425055177844265e-08 4.387517757509009560e-08 1.310520465737567813e-07 1.141608356560976053e-08 5.439707005571581206e-09 7.451202542144802626e-09
7.900000000000000000e+01 1.201866366300362808e-07 5.212281057695440282e-08 2.151084718008644809e-08 4.404382131629757380e-08 1.310748610559873685e-07 1.141726350353866233e-08 5.446795689978016311e-09 7.458521164456939514e-09
8.000000000000000000e+01 1.194728282338274009e-07 5.217478792288037084e-08 2.156826257457694067e-08 4.421556852966881800e-08 1.310982069462976448e-07 1.141846217921413259e-08 5.453973152750141555e-09 7.465924317050074599e-09
8.100000000000000000e+01 1.187603650392432216e-07 5.222730298453018305e-08 2.162650143001379084e-08 4.439047498521120674e-08 1.311220836751103104e-07 1.141967923330269612e-08 5.461239733007181915e-09 7.473411580766140629e-09
8.200000000000000000e+01 1.180491975364599001e-07 5.228033268440565440e-08 2.168556647124668795e-08 4.456856736411359432e-08 1.311464938044819463e-07 1.142091450401609856e-08 5.468594739767373707e-09 7.480982373944401611e-09
8.300000000000000000e+01 1.173414722832964921e-07 5.233389438388993964e-08 2.174546141394254811e-08 4.474988583414855713e-08 1.311714352144486187e-07 1.142216764837839444e-08 5.476038123590620582e-09 7.488636145643586214e-09
8.400000000000000000e+01 1.166327564694814688e-07 5.238796904568414534e-08 2.180619017852635285e-08 4.493448005747625910e-08 1.311969104969529046e-07 1.142343851911723908e-08 5.483569623453279996e-09 7.496372442411266586e-09
8.500000000000000000e+01 1.159273941073665244e-07 5.244257417313418791e-08 2.186775508216984134e-08 4.512236851684715973e-08 1.312229169558766243e-07 1.142472680071394322e-08 5.491188743735584155e-09 7.504190538800221920e-09
8.600000000000000000e+01 1.152253426862275118e-07 5.249768894879774651e-08 2.193016170317689179e-08 4.531362406729375397e-08 1.312494560013642518e-07 1.142603234550901023e-08 5.498895608163841632e-09 7.512090156239326895e-09
8.700000000000000000e+01 1.145243703940098617e-07 5.255332426702915316e-08 2.199341088238411427e-08 4.550826076669167014e-08 1.312765246794859776e-07 1.142735487426432929e-08 5.506689459310925679e-09 7.520070392118813157e-09
8.800000000000000000e+01 1.138266309373486677e-07 5.260946621042371104e-08 2.205750960704051857e-08 4.570634658527905749e-08 1.313041231183912163e-07 1.142869423296783365e-08 5.514570461432957541e-09 7.528131108681493872e-09
8.900000000000000000e+01 1.131298971865763756e-07 5.266612780601726344e-08 2.212245783243688007e-08 4.590789425983023102e-08 1.313322480333187299e-07 1.143005017902608439e-08 5.522537778395747178e-09 7.536271298162096571e-09
9.000000000000000000e+01 1.124363250418030110e-07 5.272328956348501979e-08 2.218826266497504131e-08 4.611296461364304323e-08 1.313608977582830629e-07 1.143142255240253926e-08 5.530591366889920971e-09 7.544490812065127909e-09
9.100000000000000000e+01 1.117458806992474313e-07 5.278097147493366511e-08 2.225492485136753449e-08 4.632159443931975171e-08 1.313888209674536047e-07 1.143281114606957428e-08 5.538728618958260333e-09 7.552788733413622043e-09
9.200000000000000000e+01 1.110585318326894450e-07 5.283914820844112516e-08 2.232245023926827295e-08 4.653383370329348239e-08 1.314172296399888740e-07 1.143421579362952077e-08 5.546951289173164650e-09 7.561164743864359103e-09
9.300000000000000000e+01 1.103764355686361915e-07 5.289784132221820257e-08 2.239084127945846420e-08 4.674973138328025335e-08 1.314450284460744093e-07 1.143563632412701270e-08 5.555257300189668453e-09 7.569618121751969846e-09
9.400000000000000000e+01 1.096951856962723058e-07 5.295702731992263125e-08 2.246010194578026303e-08 4.696931738930611028e-08 1.314733644786265273e-07 1.143707256558197764e-08 5.563647877632230218e-09 7.578148311392534630e-09
9.500000000000000000e+01 1.090169424237759874e-07 5.301672017659950154e-08 2.253023613362825164e-08 4.719265225604004665e-08 1.315015769895941566e-07 1.143852437389431849e-08 5.572121848473865994e-09 7.586754750943279497e-09
9.600000000000000000e+01 1.083438651860975000e-07 5.307690288182967080e-08 2.260124762474295855e-08 4.741977209327977188e-08 1.315305095613007629e-07 1.143999158021903693e-08 5.580680015696357005e-09 7.595436845666194610e-09
9.700000000000000000e+01 1.076737404136730492e-07 5.313758454285695942e-08 2.267313951928283117e-08 4.765073310245055924e-08 1.315599391380020871e-07 1.144147405892351468e-08 5.589321789272209068e-09 7.604193934354022228e-09
9.800000000000000000e+01 1.070065431636705318e-07 5.319875364335499725e-08 2.274591653732118041e-08 4.788558345688872359e-08 1.315904078704233086e-07 1.144297165390729717e-08 5.598047689010242380e-09 7.613025516444999021e-09
9.900000000000000000e+01 1.063422495060471059e-07 5.326042103198204536e-08 2.281958149669034032e-08 4.812438146689982732e-08 1.316220112121289453e-07 1.144448424891303615e-08 5.606857692299220126e-09 7.621930886563592294e-09
1.000000000000000000e+02 1.056830212700920898e-07 5.332256921391760042e-08 2.289413870876312752e-08 4.836717427560193715e-08 1.316551871295549731e-07 1.144601170716829671e-08 5.615751998076604884e-09 7.630909489681977251e-09
1.010000000000000000e+02 1.050288351167322879e-07 5.338521591773693502e-08 2.296959165246051118e-08 4.861400664307775961e-08 1.316879492716767731e-07 1.144755391833750834e-08 5.624726685200810389e-09 7.639960681307599132e-09
1.020000000000000000e+02 1.043753007281389786e-07 5.344833646518016923e-08 2.304594398034980380e-08 4.886494318262598071e-08 1.317205671693731677e-07 1.144911076143382169e-08 5.633781702395714490e-09 7.649083823984121496e-09
1.030000000000000000e+02 1.037289496424448995e-07 5.351194624938206952e-08 2.312319985472186094e-08 4.912002137153974855e-08 1.317531482032874668e-07 1.145068213375051153e-08 5.642916800971098049e-09 7.658278336806025901e-09
1.040000000000000000e+02 1.030832104873384919e-07 5.357602709372510364e-08 2.320136223109706112e-08 4.937932583113520030e-08 1.317859974834134046e-07 1.145226793610961833e-08 5.652132255594416762e-09 7.667543500383455758e-09
1.050000000000000000e+02 1.024446139101495553e-07 5.364059195055222097e-08 2.328043567601713123e-08 4.964288434001712968e-08 1.318190327502478468e-07 1.145386807244434782e-08 5.661427302332280331e-09 7.676878766108503751e-09
1.060000000000000000e+02 1.018087748157998607e-07 5.370562137683483312e-08 2.336042316359086578e-08 4.991077826672989234e-08 1.318527888374101052e-07 1.145548246108857591e-08 5.670802545544695916e-09 7.686283410776172670e-09
1.070000000000000000e+02 1.011756758609835049e-07 5.377113095955163991e-08 2.344132861581557763e-08 5.018304663365809665e-08 1.318868668321667898e-07 1.145711100886638051e-08 5.680256737812284650e-09 7.695756802741655522e-09
1.080000000000000000e+02 1.005496635354942877e-07 5.383709734217747672e-08 2.352315578361255446e-08 5.045976230217770702e-08 1.319220545133498423e-07 1.145875365551652404e-08 5.689790809541288795e-09 7.705298299790742467e-09
1.090000000000000000e+02 9.992417587341298255e-08 5.390354254176444066e-08 2.360590838518789217e-08 5.074096550558510840e-08 1.319576123426644440e-07 1.146041031793003626e-08 5.699402917715021262e-09 7.714907239397899674e-09
1.100000000000000000e+02 9.930574109998500272e-08 5.397043849204834787e-08 2.368958962339710529e-08 5.102674468766702883e-08 1.319944108520490124e-07 1.146208094249942945e-08 5.709094222314187443e-09 7.724582911328465870e-09
1.110000000000000000e+02 9.868998115189550959e-08 5.403781402593694706e-08 2.377420347751994611e-08 5.131712920475040266e-08 1.320315631846922291e-07 1.146376546695879716e-08 5.718862516908034744e-09 7.734324678572261021e-09
1.120000000000000000e+02 9.807906185179447405e-08 5.410563346500718516e-08 2.385975316567370591e-08 5.161222066128966959e-08 1.320690612786950411e-07 1.146546384427817189e-08 5.728707347620637037e-09 7.744131824508392477e-09
1.130000000000000000e+02 9.747296834329445148e-08 5.417392236096605594e-08 2.394624246144119514e-08 5.191204628943135992e-08 1.321068997732030779e-07 1.146717602518210513e-08 5.738628035946262462e-09 7.754003685093524431e-09
1.140000000000000000e+02 9.686950680591599721e-08 5.424265124926418337e-08 2.403367480692767824e-08 5.221669784402683032e-08 1.321450710149414652e-07 1.146890197870488052e-08 5.748624041625874110e-09 7.763939564529593551e-09
1.150000000000000000e+02 9.627084355426891489e-08 5.431183947141810107e-08 2.412205349254478134e-08 5.252622269661993470e-08 1.321835704463825677e-07 1.147064166165157647e-08 5.758694799194659410e-09 7.773938741010171483e-09
1.160000000000000000e+02 9.567696521804199951e-08 5.438146579474883443e-08 2.421138227462443673e-08 5.284070184686016953e-08 1.322223908099876069e-07 1.147239506262477408e-08 5.768839702633166125e-09 7.784000551331052485e-09
1.170000000000000000e+02 9.508785888595389803e-08 5.445154377154390859e-08 2.430166403751097013e-08 5.316018996467794052e-08 1.322615282900605616e-07 1.147416214689773715e-08 5.779058148560571242e-09 7.794124227027769236e-09
1.180000000000000000e+02 9.450351208622191926e-08 5.452205626602370179e-08 2.439290263576391231e-08 5.348477067162574972e-08 1.323009761718512658e-07 1.147594291745254444e-08 5.789349569485422539e-09 7.804309113425094224e-09
1.190000000000000000e+02 9.392173487271799065e-08 5.459301213478122102e-08 2.448510105775826974e-08 5.381449853902259256e-08 1.323407312584688057e-07 1.147773735770909179e-08 5.799713277571415666e-09 7.814554453995596934e-09
1.200000000000000000e+02 9.334469409821129455e-08 5.466439941258195703e-08 2.457826226411179572e-08 5.414946225584728677e-08 1.323807875210242539e-07 1.147954547138542207e-08 5.810148725495865255e-09 7.824859496123693149e-09
1.210000000000000000e+02 9.277237848676924119e-08 5.473622008565795237e-08 2.467239023700766304e-08 5.448972156612873151e-08 1.324211422857621859e-07 1.148136726665463558e-08 5.820655228334500879e-09 7.835223589930155170e-09
1.220000000000000000e+02 9.220477713365630247e-08 5.480846832433685689e-08 2.476748693228900585e-08 5.483535647460618765e-08 1.324617900765907749e-07 1.148320275240739529e-08 5.831232106766668884e-09 7.845645878322196003e-09
1.230000000000000000e+02 9.164187949018452326e-08 5.488114245185776507e-08 2.486355655631231808e-08 5.518644129645829587e-08 1.325027285894737577e-07 1.148505195400785298e-08 5.841878775599830141e-09 7.856125736686260584e-09
1.240000000000000000e+02 9.108149891739179200e-08 5.495423427165896301e-08 2.496060098630332786e-08 5.554305127038189945e-08 1.325439533019251195e-07 1.148691488250370388e-08 5.852594427140938345e-09 7.866662298134530820e-09
1.250000000000000000e+02 9.052580252519554858e-08 5.502774676648417699e-08 2.505862389907054063e-08 5.590526238825128998e-08 1.325854623539280061e-07 1.148879158529413417e-08 5.863378481263988558e-09 7.877254891357655194e-09
1.260000000000000000e+02 8.997478073599048080e-08 5.510166786927636571e-08 2.515762791356663375e-08 5.627315246305882292e-08 1.326272522494170318e-07 1.149068208224902471e-08 5.874230117021168353e-09 7.887902725427549875e-09
1.270000000000000000e+02 8.942842427500015317e-08 5.517600642868269877e-08 2.525761578349122549e-08 5.664681938290226570e-08 1.326693211763204775e-07 1.149258643489930881e-08 5.885148968053646761e-09 7.898605041851724156e-09
1.280000000000000000e+02 8.888672415840246529e-08 5.525074555674391454e-08 2.535859031733109057e-08 5.702631691853932842e-08 1.327116667388586973e-07 1.149450467081151989e-08 5.896133867868840765e-09 7.909361071072656057e-09
